Store Number,Profile Key,Phone,Address,Lat,Lng,Store Hours,Pharmacy Hours,Clinic Hours,Services
11633,walgreens-1209-main-st-richmond-ri-02898,(401) 539-7598,"1209 Main St,Richmond, RI 02898",41.5126846,-71.6929278,M F: 9:00AM-9:00PM Sat: 9:00AM-9:00PM Sun: 9:00AM-9:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11634,walgreens-7971-rhea-county-hwy-dayton-tn-37321,(423) 775-2163,"7971 Rhea County Hwy,Dayton, TN 37321",35.517238,-84.998794,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer Only), Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
11635,walgreens-6708-ne-63rd-st-vancouver-wa-98661,(360) 696-0759,"6708 NE 63rd St,Vancouver, WA 98661",45.6679657,-122.6029047,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental"
11636,walgreens-s70w15775-janesville-rd-muskego-wi-53150,(414) 422-1359,"S70W15775 Janesville Rd,Muskego, WI 53150",42.9079464,-88.1307134,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
11638,walgreens-15050-biscayne-blvd-north-miami-fl-33181,(305) 521-0217,"15050 Biscayne Blvd,North Miami, FL 33181",25.9146191,-80.1567803,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering"
11639,walgreens-1476-route-9-halfmoon-ny-12065,(518) 373-4950,"1476 Route 9,Halfmoon, NY 12065",42.834891,-73.740849,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
1164,walgreens-1203-w-fond-du-lac-street-ripon-wi-54971,(920) 748-6005,"1203 W Fond Du Lac Street,Ripon, WI 54971",43.855272,-88.865313,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-8:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
11641,walgreens-1300-franklin-ave-garden-city-ny-11530,(516) 535-1201,"1300 Franklin Ave,Garden City, NY 11530",40.734914,-73.638177,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Online ordering, Film roll processing"
11643,walgreens-1675-coburg-rd-eugene-or-97401,(541) 344-0015,"1675 Coburg Rd,Eugene, OR 97401",44.0810222,-123.0673479,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
11645,walgreens-10152-lake-june-rd-dallas-tx-75217,(469) 341-3900,"10152 Lake June Rd,Dallas, TX 75217",32.734021,-96.6505757,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
11646,walgreens-4585-research-forest-dr-the-woodlands-tx-77381,(281) 465-0548,"4585 Research Forest Dr,The Woodlands, TX 77381",30.183981,-95.487757,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing"
11647,walgreens-717-8th-ave-monroe-wi-53566,(608) 325-7020,"717 8th Ave,Monroe, WI 53566",42.604671,-89.651211,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
11648,walgreens-1401-bus-hwy-18/151-mount-horeb-wi-53572,(608) 437-9160,"1401 Bus Hwy 18/151,Mount Horeb, WI 53572",43.008608,-89.7384562,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
11649,walgreens-999-e.-main-st-waupun-wi-53963,(920) 324-4696,"999 E. Main St,Waupun, WI 53963",43.632657,-88.717944,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-8:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11651,walgreens-4700-hwy-280-birmingham-al-35242,(205) 991-1599,"4700 Hwy 280,Birmingham, AL 35242",33.4231095,-86.7009769,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Medication Compounding, Film roll processing, Shingles Vaccine"
11653,walgreens-1320-encinitas-blvd-encinitas-ca-92024,(760) 942-2018,"1320 Encinitas Blvd,Encinitas, CA 92024",33.0460297,-117.2604709,M F: 7:00AM-10:00PM Sat: 8:00AM-9:00PM Sun: 8:00AM-9:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations, Online ordering, Medication Compounding, Shingles Vaccine"
11654,walgreens-10787-camino-ruiz-san-diego-ca-92126,(858) 437-0761,"10787 Camino Ruiz,San Diego, CA 92126",32.9146152,-117.1436098,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Medication Compounding, Film roll processing"
11658,walgreens-4747-golden-gate-pkwy-naples-fl-34116,(239) 304-1154,"4747 Golden Gate Pkwy,Naples, FL 34116",26.182102,-81.705148,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
11659,walgreens-635-e-business-hwy-98-panama-city-fl-32401,(850) 532-6240,"635 E Business Hwy 98,Panama City, FL 32401",30.162062,-85.6486251,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering"
1166,walgreens-719-brookway-blvd-brookhaven-ms-39601,(601) 833-8509,"719 Brookway Blvd,Brookhaven, MS 39601",31.5797525,-90.4570632,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11661,walgreens-602-peterson-ave-s-douglas-ga-31533,(912) 260-1198,"602 Peterson Ave S,Douglas, GA 31533",31.5042311,-82.8505367,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
11662,walgreens-189-northwest-hwy-barrington-il-60010,(847) 381-0689,"189 Northwest Hwy,Barrington, IL 60010",42.1612,-88.1378189,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing, Shingles Vaccine"
11663,walgreens-6301-highway-329-crestwood-ky-40014,(502) 241-5991,"6301 Highway 329,Crestwood, KY 40014",38.326726,-85.476636,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 7:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11664,walgreens-4926-cane-run-rd-louisville-ky-40216,(502) 449-5168,"4926 Cane Run Rd,Louisville, KY 40216",38.1784304,-85.8612475,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11665,walgreens-4310-outer-loop-okolona-ky-40219,(502) 962-2876,"4310 Outer Loop,Okolona, KY 40219",38.138162,-85.6811223,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11666,walgreens-1820-s-springfield-ave-bolivar-mo-65613,(417) 777-3700,"1820 S Springfield Ave,Bolivar, MO 65613",37.5968556,-93.4025751,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
11667,walgreens-1590-benvenue-rd-rocky-mount-nc-27804,(252) 212-0381,"1590 Benvenue Rd,Rocky Mount, NC 27804",35.980624,-77.807974,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
11668,walgreens-6390-boulder-hwy-las-vegas-nv-89122,(702) 435-6263,"6390 Boulder Hwy,Las Vegas, NV 89122",36.085664,-115.0341203,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing"
11670,walgreens-14857-rankin-avenue-dunlap-tn-37327,(423) 949-7703,"14857 Rankin Avenue,Dunlap, TN 37327",35.361631,-85.395791,M F: 8:00AM-9:00PM Sat: 8:00AM-9:00PM Sun: 8:00AM-9:00PM,M  F: 8:00AM-8:00PM Sat: 8:00AM-6:00PM Sun: 12:00PM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer Only), Online ordering, Redbox DVD rental, Film roll processing"
11671,walgreens-4680-poplar-ave.-memphis-tn-38117,(901) 683-2488,"4680 Poplar Ave.,Memphis, TN 38117",35.1158695,-89.9060619,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,M  F: 8:00AM-7:30PM Sat: 9:30AM-5:00PM Sun: 9:30AM-5:00PM,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer Only), Immunizations in Take Care Clinic, Online ordering, Redbox DVD rental, Film roll processing"
11672,walgreens-1673-hwy-100-port-isabel-tx-78578,(956) 943-3754,"1673 Hwy 100,Port Isabel, TX 78578",26.071497,-97.225416,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
11673,walgreens-1235-w-state-st-hurricane-ut-84737,(435) 635-1071,"1235 W State St,Hurricane, UT 84737",37.1764495,-113.3124568,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Medication Compounding, Film roll processing, Shingles Vaccine"
11674,walgreens-1849-w-sunset-st-george-ut-84770,(435) 879-5165,"1849 W Sunset,St George, UT 84770",37.122832,-113.623257,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
11675,walgreens-15250-montanus-dr-culpeper-va-22701,(540) 727-8976,"15250 Montanus Dr,Culpeper, VA 22701",38.4838868,-77.9696879,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 10:00AM-7:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11676,walgreens-n168-w21330-main-st.-jackson-wi-53037,(262) 677-1702,"N168 W21330 Main St.,Jackson, WI 53037",43.3240952,-88.1692848,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer Only), Online ordering, Redbox DVD rental, Film roll processing"
11677,walgreens-101-forbes-dr-martinsburg-wv-25404,(304) 262-4697,"101 Forbes Dr,Martinsburg, WV 25404",39.474961,-77.957877,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Cafe W: coffee, baked goods and more, Online ordering, Redbox DVD rental, Film roll processing"
11683,walgreens-3769-pleasant-hill-rd-kissimmee-fl-34746,(407) 343-0357,"3769 Pleasant Hill Rd,Kissimmee, FL 34746",28.1824376,-81.4399095,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Cafe W: coffee, baked goods and more, Online ordering, Film roll processing"
11684,walgreens-2251-n-semoran-blvd-orlando-fl-32807,(407) 702-1154,"2251 N Semoran Blvd,Orlando, FL 32807",28.574541,-81.310012,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Cafe W: coffee, baked goods and more, Online ordering, Redbox DVD rental, Film roll processing"
11685,walgreens-201-pacific-ave-bremen-ga-30110,(770) 824-5077,"201 Pacific Ave,Bremen, GA 30110",33.7215095,-85.1443093,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11687,walgreens-4850-n-linder-rd-meridian-id-83646,(208) 319-0047,"4850 N Linder Rd,Meridian, ID 83646",43.6489759,-116.413723,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
11688,walgreens-1195-granby-rd-chicopee-ma-01020,(413) 533-0210,"1195 Granby Rd,Chicopee, MA 01020",42.1746928,-72.5869307,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
11689,walgreens-2045-s-i75-business-loop-grayling-mi-49738,(989) 344-0374,"2045 S I75 Business Loop,Grayling, MI 49738",44.6614039,-84.7147512,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
1169,walgreens-20675-fm-1093-rd-richmond-tx-77407,(281) 239-3772,"20675 FM 1093 RD,Richmond, TX 77407",29.702057,-95.742017,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
11690,walgreens-121-depot-dr-waconia-mn-55387,(952) 442-2146,"121 Depot Dr,Waconia, MN 55387",44.8417933,-93.7891164,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
11691,walgreens-110-grove-st.-fayetteville-nc-28301,(910) 223-0270,"110 Grove St.,Fayetteville, NC 28301",35.05642,-78.876133,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11692,walgreens-500-fincher-st-monroe-nc-28112,(704) 225-9010,"500 Fincher St,Monroe, NC 28112",34.9784803,-80.5230069,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11693,walgreens-200-n-bragg-blvd-spring-lake-nc-28390,(910) 436-0471,"200 N Bragg Blvd,Spring Lake, NC 28390",35.169305,-78.972944,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11694,walgreens-190-chestnut-st.-coshocton-oh-43812,(740) 295-5403,"190 Chestnut St.,Coshocton, OH 43812",40.275295,-81.869147,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing, Shingles Vaccine"
11695,walgreens-2001-sunset-blvd-steubenville-oh-43952,(740) 282-0173,"2001 Sunset Blvd,Steubenville, OH 43952",40.3695885,-80.6365612,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Cafe W: coffee, baked goods and more, Online ordering"
11696,walgreens-1727-12th-street-hood-river-or-97031,(541) 386-6280,"1727 12th Street,Hood River, OR 97031",45.696262,-121.5229837,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11697,walgreens-108-greensburg-rd-lower-burrell-pa-15068,(724) 339-1473,"108 Greensburg Rd,Lower Burrell, PA 15068",40.5525314,-79.7571458,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Shingles Vaccine"
11698,walgreens-101-hampton-ave-pickens-sc-29671,(864) 878-0599,"101 Hampton Ave,Pickens, SC 29671",34.8845282,-82.7039252,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11699,walgreens-2409-us-hwy.-411-s.-maryville-tn-37801,(865) 981-8898,"2409 US Hwy. 411 S.,Maryville, TN 37801",35.7181708,-84.0120547,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer Only), Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
117,walgreens-pr-181-%26-pr-850-trujillo-alto-pr-00976,(787) 283-3545,"PR 181 & PR 850, BO. Cuevas,Trujillo Alto, PR 00976",18.3617434,-66.0195894,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Cafe W: coffee, baked goods and more, Online ordering, Redbox DVD rental, Film roll processing"
11700,walgreens-2708-new-salem-hwy-murfreesboro-tn-37128,(615) 867-7549,"2708 New Salem Hwy,Murfreesboro, TN 37128",35.8108818,-86.4584544,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer Only), Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
11701,walgreens-200-w-maplewood-lane-nashville-tn-37207,(615) 226-8197,"200 W Maplewood Lane,Nashville, TN 37207",36.233543,-86.759225,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer Only), Online ordering, Redbox DVD rental, Film roll processing"
11704,walgreens-5301-summerville-rd-phenix-city-al-36867,(334) 297-3061,"5301 Summerville Rd,Phenix City, AL 36867",32.5197913,-85.028408,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11705,walgreens-3019-floyd-ave-modesto-ca-95355,(209) 551-4867,"3019 Floyd Ave,Modesto, CA 95355",37.6780438,-120.9375211,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
11706,walgreens-301-e.-18th-st.-oakland-ca-94606,(510) 271-0103,"301 E. 18th St.,Oakland, CA 94606",37.7995303,-122.2519439,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, HIV Medication Support"
11707,walgreens-1801-n.-rose-oxnard-ca-93030,(805) 604-7531,"1801 N. Rose,Oxnard, CA 93030",34.2124968,-119.1596398,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
11708,walgreens-390-s-main-st-swainsboro-ga-30401,(478) 237-0788,"390 S Main St,Swainsboro, GA 30401",32.5903976,-82.3284246,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-7:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing, Shingles Vaccine"
